Bug 1,Bug 2,Carbon,1 on 2: Effect,2 on 1: Effect,monoGrow_x,metDis,monoGrow_y,monoGrow24_x,monoGrow24_y,carbon_component_0,carbon_component_1,carbon_component_2,carbon_component_3,phy_strain_component_0_x,phy_strain_component_1_x,phy_strain_component_0_y,phy_strain_component_1_y 
PR2,BI,Sorbitol,-0.382320815,2.903586323,-0.910905107,0.55608052,1.483633641,-0.676819111,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,1.639875556,0.005653129,-0.780753714,0.038022539
PH,BI,Sorbitol,-0.468503007,2.927253365,-0.971225385,0.652108074,1.483633641,-0.547391619,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,1.675692322,0.010778575,-0.780753714,0.038022539
PAl,CF,Sorbitol,-0.355901365,-0.885368944,1.548635777,0.108557229,1.015821781,0.406999261,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.564351128,-0.250667083,-0.774739165,0.046373732
PAg2,CF,Sorbitol,-0.199822836,2.987667201,-0.950309925,0.119695276,1.015821781,-0.639077261,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.630904166,-0.20157447,-0.774739165,0.046373732
PAg1,CF,Sorbitol,-0.547734997,1.65298613,-1.033566583,0.120179844,1.015821781,-0.799660205,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.644315471,-0.222011822,-0.774739165,0.046373732
PAg3,CF,Sorbitol,-0.504673466,2.587519497,-0.943457139,0.108882199,1.015821781,-0.686236695,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.598951558,-0.248461055,-0.774739165,0.046373732
LA,CF,Sorbitol,-2.541380023,2.712907137,-1.05503999,0.100318202,1.015821781,-0.713680529,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.771000309,0.077075392,-0.774739165,0.046373732
RP2,CF,Sorbitol,-2.117168893,-0.340752741,0.896109645,0.099363207,1.015821781,1.172925768,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.792851826,0.117358038,-0.774739165,0.046373732
RP1,CF,Sorbitol,-1.419313182,-0.173011898,1.028706281,0.087446718,1.015821781,1.608241264,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.796280534,0.113226274,-0.774739165,0.046373732
SF1,CF,Sorbitol,-3.002734273,-1.096348876,1.427548004,0.139244743,1.015821781,0.969656217,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.735447249,0.247141093,-0.774739165,0.046373732
KA,CF,Sorbitol,-2.099500528,-0.939970983,1.442848708,0.048608138,1.015821781,1.721533924,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.761258362,0.059888798,-0.774739165,0.046373732
CF,CF,Sorbitol,-0.626644849,-0.626644849,1.015821781,0,1.015821781,1.73985352,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.774739165,0.046373732,-0.774739165,0.046373732
EC,CF,Sorbitol,-0.109261135,-4.430748291,1.139646062,1,1.015821781,0.439227095,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.643519307,-0.047828461,-0.774739165,0.046373732
EA,CF,Sorbitol,0.285430558,2.158300057,-0.797560922,0.135580509,1.015821781,-0.569844974,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,-0.728605914,0.258253314,-0.774739165,0.046373732
PR1,CF,Sorbitol,-2.291236699,-0.764602811,0.876959642,0.597775836,1.015821781,0.282268182,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,1.621486475,-0.002116133,-0.774739165,0.046373732
PAr,CF,Sorbitol,-2.873102526,-0.998376871,0.954078564,0.443178142,1.015821781,0.906855188,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,1.577952578,-0.014274806,-0.774739165,0.046373732
PR2,CF,Sorbitol,-0.474379052,2.782893291,-0.910905107,0.554686235,1.015821781,-0.676819111,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,1.639875556,0.005653129,-0.774739165,0.046373732
PH,CF,Sorbitol,-2.288235659,3.006684635,-0.971225385,0.664204744,1.015821781,-0.547391619,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,1.675692322,0.010778575,-0.774739165,0.046373732
PP,CF,Sorbitol,-1.025336046,4.331984737,-0.775210421,0.440451484,1.015821781,-0.611882041,1.73985352,1.547911778,-2.116696696,3.241545066,1.021405905,1.708237337,0.022892351,-0.774739165,0.046373732
PAg2,EA,Sorbitol,0,0,-0.950309925,0.079247865,-0.797560922,-0.639077261,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.630904166,-0.20157447,-0.728605914,0.258253314
PAg1,EA,Sorbitol,0,0,-1.033566583,0.122113495,-0.797560922,-0.799660205,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.644315471,-0.222011822,-0.728605914,0.258253314
PAg3,EA,Sorbitol,0,0,-0.943457139,0.079634787,-0.797560922,-0.686236695,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.598951558,-0.248461055,-0.728605914,0.258253314
LA,EA,Sorbitol,0,0,-1.05503999,0.067927636,-0.797560922,-0.713680529,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.771000309,0.077075392,-0.728605914,0.258253314
EL,EA,Sorbitol,2.460606706,0.064427699,0.800480538,0.06876978,-0.797560922,1.023831495,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.734730655,-0.044093938,-0.728605914,0.258253314
RP1,EA,Sorbitol,2.542367419,0.063110983,1.028706281,0.090318124,-0.797560922,1.608241264,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.796280534,0.113226274,-0.728605914,0.258253314
SF1,EA,Sorbitol,2.528254351,0.131068534,1.427548004,0.058626543,-0.797560922,0.969656217,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.735447249,0.247141093,-0.728605914,0.258253314
KA,EA,Sorbitol,2.617485011,-0.142763271,1.442848708,0.124036295,-0.797560922,1.721533924,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.761258362,0.059888798,-0.728605914,0.258253314
EC,EA,Sorbitol,2.875041082,-0.210986929,1.139646062,1,-0.797560922,0.439227095,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.643519307,-0.047828461,-0.728605914,0.258253314
EA,EA,Sorbitol,0,0,-0.797560922,0,-0.797560922,-0.569844974,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,-0.728605914,0.258253314,-0.728605914,0.258253314
PR1,EA,Sorbitol,2.523575245,-0.124472496,0.876959642,0.590494955,-0.797560922,0.282268182,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,1.621486475,-0.002116133,-0.728605914,0.258253314
PAr,EA,Sorbitol,2.428888194,-0.972570511,0.954078564,0.440945374,-0.797560922,0.906855188,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,1.577952578,-0.014274806,-0.728605914,0.258253314
PR2,EA,Sorbitol,0,0,-0.910905107,0.536130227,-0.797560922,-0.676819111,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,1.639875556,0.005653129,-0.728605914,0.258253314
PH,EA,Sorbitol,0,0,-0.971225385,0.630749689,-0.797560922,-0.547391619,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,1.675692322,0.010778575,-0.728605914,0.258253314
PP,EA,Sorbitol,0,0,-0.775210421,0.399061972,-0.797560922,-0.611882041,-0.569844974,1.547911778,-2.116696696,3.241545066,1.021405905,1.708237337,0.022892351,-0.728605914,0.258253314
PAl,EC,Sorbitol,-4.352799016,-0.464836267,1.548635777,0.960138739,1.139646062,0.406999261,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.564351128,-0.250667083,-0.643519307,-0.047828461
PAg2,EC,Sorbitol,-7.758799513,0,-0.950309925,0.97190388,1.139646062,-0.639077261,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.630904166,-0.20157447,-0.643519307,-0.047828461
PAg1,EC,Sorbitol,-0.777431941,3.305147023,-1.033566583,0.931340802,1.139646062,-0.799660205,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.644315471,-0.222011822,-0.643519307,-0.047828461
PAg3,EC,Sorbitol,-0.49252835,3.080839601,-0.943457139,0.957248513,1.139646062,-0.686236695,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.598951558,-0.248461055,-0.643519307,-0.047828461
LA,EC,Sorbitol,0.009675112,3.573118537,-1.05503999,0.975866535,1.139646062,-0.713680529,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.771000309,0.077075392,-0.643519307,-0.047828461
EL,EC,Sorbitol,-4.999608573,-0.093528456,0.800480538,0.961052134,1.139646062,1.023831495,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.734730655,-0.044093938,-0.643519307,-0.047828461
RP1,EC,Sorbitol,-4.638486554,0.078922551,1.028706281,0.938777707,1.139646062,1.608241264,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.796280534,0.113226274,-0.643519307,-0.047828461
SF1,EC,Sorbitol,-3.364231723,0.152078691,1.427548004,1,1.139646062,0.969656217,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.735447249,0.247141093,-0.643519307,-0.047828461
KA,EC,Sorbitol,-4.214289667,-0.330028077,1.442848708,0.907417565,1.139646062,1.721533924,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.761258362,0.059888798,-0.643519307,-0.047828461
EC,EC,Sorbitol,-1.364207295,-1.364207295,1.139646062,0,1.139646062,0.439227095,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,-0.643519307,-0.047828461,-0.643519307,-0.047828461
PK,EC,Sorbitol,-0.945922111,4.364538428,-0.913813352,0.83734229,1.139646062,-0.468322269,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,1.734465091,0.034364534,-0.643519307,-0.047828461
PR1,EC,Sorbitol,-4.552350998,0.245511841,0.876959642,0.745164122,1.139646062,0.282268182,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,1.621486475,-0.002116133,-0.643519307,-0.047828461
PAr,EC,Sorbitol,-4.81324482,-0.205231168,0.954078564,0.845844875,1.139646062,0.906855188,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,1.577952578,-0.014274806,-0.643519307,-0.047828461
PR2,EC,Sorbitol,-0.588673821,3.441613168,-0.910905107,0.904245973,1.139646062,-0.676819111,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,1.639875556,0.005653129,-0.643519307,-0.047828461
PH,EC,Sorbitol,-1.348243476,2.127958733,-0.971225385,0.989912756,1.139646062,-0.547391619,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,1.675692322,0.010778575,-0.643519307,-0.047828461
PP,EC,Sorbitol,-2.55967068,4.312410336,-0.775210421,0.996322113,1.139646062,-0.611882041,0.439227095,1.547911778,-2.116696696,3.241545066,1.021405905,1.708237337,0.022892351,-0.643519307,-0.047828461
PAl,EL,Sorbitol,-0.095816455,-0.961886706,1.548635777,0.063502743,0.800480538,0.406999261,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.564351128,-0.250667083,-0.734730655,-0.044093938
PAg2,EL,Sorbitol,0.095366168,3.23718625,-0.950309925,0.071399273,0.800480538,-0.639077261,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.630904166,-0.20157447,-0.734730655,-0.044093938
PAg1,EL,Sorbitol,-0.147790592,1.592214784,-1.033566583,0.098784838,0.800480538,-0.799660205,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.644315471,-0.222011822,-0.734730655,-0.044093938
PAg3,EL,Sorbitol,0.048269279,2.411797113,-0.943457139,0.067659197,0.800480538,-0.686236695,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.598951558,-0.248461055,-0.734730655,-0.044093938
LA,EL,Sorbitol,-0.176962955,2.604287598,-1.05503999,0.042081063,0.800480538,-0.713680529,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.771000309,0.077075392,-0.734730655,-0.044093938
EL,EL,Sorbitol,-0.456054814,-0.456054814,0.800480538,0,0.800480538,1.023831495,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.734730655,-0.044093938,-0.734730655,-0.044093938
RP2,EL,Sorbitol,-0.628589019,-0.781084571,0.896109645,0.044722211,0.800480538,1.172925768,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.792851826,0.117358038,-0.734730655,-0.044093938
RP1,EL,Sorbitol,-0.623388878,-0.627343087,1.028706281,0.051407016,0.800480538,1.608241264,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.796280534,0.113226274,-0.734730655,-0.044093938
SF1,EL,Sorbitol,-0.331443936,-0.773112489,1.427548004,0.073986512,0.800480538,0.969656217,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.735447249,0.247141093,-0.734730655,-0.044093938
KA,EL,Sorbitol,-0.716347654,-1.571800949,1.442848708,0.089333476,0.800480538,1.721533924,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,-0.761258362,0.059888798,-0.734730655,-0.044093938
PK,EL,Sorbitol,-0.233113767,3.326493659,-0.913813352,0.667876127,0.800480538,-0.468322269,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,1.734465091,0.034364534,-0.734730655,-0.044093938
PR1,EL,Sorbitol,-0.572414716,-0.9942298,0.876959642,0.581009949,0.800480538,0.282268182,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,1.621486475,-0.002116133,-0.734730655,-0.044093938
PAr,EL,Sorbitol,-0.713012272,-1.727355494,0.954078564,0.431131229,0.800480538,0.906855188,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,1.577952578,-0.014274806,-0.734730655,-0.044093938
PR2,EL,Sorbitol,-0.081451721,2.477190247,-0.910905107,0.532521021,0.800480538,-0.676819111,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,1.639875556,0.005653129,-0.734730655,-0.044093938
PH,EL,Sorbitol,-0.23154647,2.79953993,-0.971225385,0.626557212,0.800480538,-0.547391619,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,1.675692322,0.010778575,-0.734730655,-0.044093938
PP,EL,Sorbitol,-0.249571378,3.906737963,-0.775210421,0.403181459,0.800480538,-0.611882041,1.023831495,1.547911778,-2.116696696,3.241545066,1.021405905,1.708237337,0.022892351,-0.734730655,-0.044093938
PAl,KA,Sorbitol,-0.918975439,-0.961886706,1.548635777,0.105274762,1.442848708,0.406999261,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,-0.564351128,-0.250667083,-0.761258362,0.059888798
PAg2,KA,Sorbitol,-0.205924416,3.318025947,-0.950309925,0.125785385,1.442848708,-0.639077261,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,-0.630904166,-0.20157447,-0.761258362,0.059888798
PAg1,KA,Sorbitol,-0.289717932,1.804379816,-1.033566583,0.113497807,1.442848708,-0.799660205,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,-0.644315471,-0.222011822,-0.761258362,0.059888798
PAg3,KA,Sorbitol,-0.315461366,3.121991645,-0.943457139,0.11063744,1.442848708,-0.686236695,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,-0.598951558,-0.248461055,-0.761258362,0.059888798
LA,KA,Sorbitol,-0.302815061,2.584883679,-1.05503999,0.105549947,1.442848708,-0.713680529,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,-0.771000309,0.077075392,-0.761258362,0.059888798
RP2,KA,Sorbitol,-1.735098582,-0.700874181,0.896109645,0.093897828,1.442848708,1.172925768,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,-0.792851826,0.117358038,-0.761258362,0.059888798
RP1,KA,Sorbitol,-1.669526951,-0.918288994,1.028706281,0.078028515,1.442848708,1.608241264,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,-0.796280534,0.113226274,-0.761258362,0.059888798
SF1,KA,Sorbitol,-0.810810031,-1.173666653,1.427548004,0.141154818,1.442848708,0.969656217,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,-0.735447249,0.247141093,-0.761258362,0.059888798
KA,KA,Sorbitol,-1.494964842,-1.494964842,1.442848708,0,1.442848708,1.721533924,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,-0.761258362,0.059888798,-0.761258362,0.059888798
PK,KA,Sorbitol,-0.688419966,3.806054081,-0.913813352,0.68655047,1.442848708,-0.468322269,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,1.734465091,0.034364534,-0.761258362,0.059888798
PR1,KA,Sorbitol,-1.555148171,-0.530121246,0.876959642,0.598109221,1.442848708,0.282268182,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,1.621486475,-0.002116133,-0.761258362,0.059888798
PAr,KA,Sorbitol,-1.618482006,-1.493410531,0.954078564,0.446531356,1.442848708,0.906855188,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,1.577952578,-0.014274806,-0.761258362,0.059888798
PR2,KA,Sorbitol,-0.688257922,2.726549972,-0.910905107,0.563801237,1.442848708,-0.676819111,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,1.639875556,0.005653129,-0.761258362,0.059888798
PH,KA,Sorbitol,-1.055109239,2.921457466,-0.971225385,0.66883931,1.442848708,-0.547391619,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,1.675692322,0.010778575,-0.761258362,0.059888798
PP,KA,Sorbitol,-1.269568403,4.297623681,-0.775210421,0.449929699,1.442848708,-0.611882041,1.721533924,1.547911778,-2.116696696,3.241545066,1.021405905,1.708237337,0.022892351,-0.761258362,0.059888798
PAl,LA,Sorbitol,2.342785144,-0.463132902,1.548635777,0.068394371,-1.05503999,0.406999261,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,-0.564351128,-0.250667083,-0.771000309,0.077075392
PAg2,LA,Sorbitol,0.252569473,0.232176122,-0.950309925,0.068759194,-1.05503999,-0.639077261,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,-0.630904166,-0.20157447,-0.771000309,0.077075392
PAg1,LA,Sorbitol,0,0,-1.033566583,0.102129843,-1.05503999,-0.799660205,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,-0.644315471,-0.222011822,-0.771000309,0.077075392
PAg3,LA,Sorbitol,0,0,-0.943457139,0.062816981,-1.05503999,-0.686236695,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,-0.598951558,-0.248461055,-0.771000309,0.077075392
LA,LA,Sorbitol,0,0,-1.05503999,0,-1.05503999,-0.713680529,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,-0.771000309,0.077075392,-0.771000309,0.077075392
RP2,LA,Sorbitol,2.617276152,-0.038821074,0.896109645,0.047181543,-1.05503999,1.172925768,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,-0.792851826,0.117358038,-0.771000309,0.077075392
SF1,LA,Sorbitol,3.195969117,0.189053323,1.427548004,0.062575071,-1.05503999,0.969656217,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,-0.735447249,0.247141093,-0.771000309,0.077075392
PK,LA,Sorbitol,0,0,-0.913813352,0.67597086,-1.05503999,-0.468322269,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,1.734465091,0.034364534,-0.771000309,0.077075392
PR1,LA,Sorbitol,1.972395254,0.144887864,0.876959642,0.59223636,-1.05503999,0.282268182,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,1.621486475,-0.002116133,-0.771000309,0.077075392
PAr,LA,Sorbitol,2.606985376,-0.108622555,0.954078564,0.442965607,-1.05503999,0.906855188,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,1.577952578,-0.014274806,-0.771000309,0.077075392
PR2,LA,Sorbitol,0,0,-0.910905107,0.536162651,-1.05503999,-0.676819111,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,1.639875556,0.005653129,-0.771000309,0.077075392
PH,LA,Sorbitol,0,0,-0.971225385,0.628875042,-1.05503999,-0.547391619,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,1.675692322,0.010778575,-0.771000309,0.077075392
PP,LA,Sorbitol,0,0,-0.775210421,0.405839165,-1.05503999,-0.611882041,-0.713680529,1.547911778,-2.116696696,3.241545066,1.021405905,1.708237337,0.022892351,-0.771000309,0.077075392
PAl,PAg1,Sorbitol,0.805561715,-0.035517629,1.548635777,0.119899478,-1.033566583,0.406999261,-0.799660205,1.547911778,-2.116696696,3.241545066,1.021405905,-0.564351128,-0.250667083,-0.644315471,-0.222011822
PAg2,PAg1,Sorbitol,0,1.223396067,-0.950309925,0.100038556,-1.033566583,-0.639077261,-0.799660205,1.547911778,-2.116696696,3.241545066,1.021405905,-0.630904166,-0.20157447,-0.644315471,-0.222011822
PAg1,PAg1,Sorbitol,0,0,-1.033566583,0,-1.033566583,-0.799660205,-0.799660205,1.547911778,-2.116696696,3.241545066,1.021405905,-0.644315471,-0.222011822,-0.644315471,-0.222011822
RP2,PAg1,Sorbitol,0.667208795,-0.163589671,0.896109645,0.105664752,-1.033566583,1.172925768,-0.799660205,1.547911778,-2.116696696,3.241545066,1.021405905,-0.792851826,0.117358038,-0.644315471,-0.222011822
RP1,PAg1,Sorbitol,0.805493838,-0.106002141,1.028706281,0.095964194,-1.033566583,1.608241264,-0.799660205,1.547911778,-2.116696696,3.241545066,1.021405905,-0.796280534,0.113226274,-0.644315471,-0.222011822
