Bug 1,Bug 2,Carbon,1 on 2: Effect,2 on 1: Effect,monoGrow_x,metDis,monoGrow_y,monoGrow24_x,monoGrow24_y,carbon_component_0,carbon_component_1,carbon_component_2,carbon_component_3,phy_strain_component_0_x,phy_strain_component_1_x,phy_strain_component_0_y,phy_strain_component_1_y 
KA,KA,Serine,0.437137039,0.437137039,-0.882971048,0,-0.882971048,-0.771787802,-0.771787802,-3.446086161,1.075565885,0.229058782,0.082325388,-0.761258362,0.059888798,-0.761258362,0.059888798
PK,KA,Serine,0.420198166,0,-0.94878975,0.68655047,-0.882971048,-0.515051163,-0.771787802,-3.446086161,1.075565885,0.229058782,0.082325388,1.734465091,0.034364534,-0.761258362,0.059888798
PR1,KA,Serine,1.114310024,0.177219321,-0.106403635,0.598109221,-0.882971048,-0.518019137,-0.771787802,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,-0.761258362,0.059888798
PAr,KA,Serine,1.758855459,-0.394328041,0.452295697,0.446531356,-0.882971048,-0.042341744,-0.771787802,-3.446086161,1.075565885,0.229058782,0.082325388,1.577952578,-0.014274806,-0.761258362,0.059888798
PR2,KA,Serine,1.841460831,-0.453308668,-0.339507888,0.563801237,-0.882971048,-0.637170374,-0.771787802,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,-0.761258362,0.059888798
PH,KA,Serine,1.04230997,-0.159836058,0.947999008,0.66883931,-0.882971048,-0.34883676,-0.771787802,-3.446086161,1.075565885,0.229058782,0.082325388,1.675692322,0.010778575,-0.761258362,0.059888798
PP,KA,Serine,1.108800332,0.160278413,0.375499923,0.449929699,-0.882971048,-0.396686136,-0.771787802,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,-0.761258362,0.059888798
PAl,LA,Serine,-0.20217752,0,-0.88981069,0.068394371,-0.943255209,-0.831639068,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,-0.564351128,-0.250667083,-0.771000309,0.077075392
PAg2,LA,Serine,-0.232078967,0,-0.933685292,0.068759194,-0.943255209,-0.61367428,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,-0.630904166,-0.20157447,-0.771000309,0.077075392
PAg1,LA,Serine,-1.072207145,0,-1.039224212,0.102129843,-0.943255209,-0.783828044,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,-0.644315471,-0.222011822,-0.771000309,0.077075392
PAg3,LA,Serine,-0.057110734,-0.421937246,-0.835478818,0.062816981,-0.943255209,-0.770891277,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,-0.598951558,-0.248461055,-0.771000309,0.077075392
LA,LA,Serine,-1.072207145,-1.072207145,-0.943255209,0,-0.943255209,-0.677648284,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,-0.771000309,0.077075392,-0.771000309,0.077075392
RP2,LA,Serine,-0.854675111,0.56924532,-1.153342549,0.047181543,-0.943255209,-0.995079309,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,-0.771000309,0.077075392
RP1,LA,Serine,-1.072207145,0.912458197,-1.152899235,0.059722211,-0.943255209,-0.970167071,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,-0.771000309,0.077075392
SF1,LA,Serine,-1.072207145,0,-0.881424392,0.062575071,-0.943255209,-0.72574182,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,-0.771000309,0.077075392
PK,LA,Serine,-1.072207145,0,-0.94878975,0.67597086,-0.943255209,-0.515051163,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,1.734465091,0.034364534,-0.771000309,0.077075392
PR1,LA,Serine,1.405838161,0.124728042,-0.106403635,0.59223636,-0.943255209,-0.518019137,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,-0.771000309,0.077075392
PAr,LA,Serine,0.902641218,-0.076043546,0.452295697,0.442965607,-0.943255209,-0.042341744,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,1.577952578,-0.014274806,-0.771000309,0.077075392
PR2,LA,Serine,1.057515326,-0.067807258,-0.339507888,0.536162651,-0.943255209,-0.637170374,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,-0.771000309,0.077075392
PH,LA,Serine,1.568943529,-0.014674103,0.947999008,0.628875042,-0.943255209,-0.34883676,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,1.675692322,0.010778575,-0.771000309,0.077075392
PP,LA,Serine,0.878062248,0.250794546,0.375499923,0.405839165,-0.943255209,-0.396686136,-0.677648284,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,-0.771000309,0.077075392
PAl,PAg1,Serine,0,0,-0.88981069,0.119899478,-1.039224212,-0.831639068,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,-0.564351128,-0.250667083,-0.644315471,-0.222011822
PAg2,PAg1,Serine,0,0.593265453,-0.933685292,0.100038556,-1.039224212,-0.61367428,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,-0.630904166,-0.20157447,-0.644315471,-0.222011822
PAg1,PAg1,Serine,0,0,-1.039224212,0,-1.039224212,-0.783828044,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,-0.644315471,-0.222011822,-0.644315471,-0.222011822
PAg3,PAg1,Serine,0,0.05136381,-0.835478818,0.056681816,-1.039224212,-0.770891277,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,-0.598951558,-0.248461055,-0.644315471,-0.222011822
RP2,PAg1,Serine,0,0.280498696,-1.153342549,0.105664752,-1.039224212,-0.995079309,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,-0.644315471,-0.222011822
RP1,PAg1,Serine,0,0.62485215,-1.152899235,0.095964194,-1.039224212,-0.970167071,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,-0.644315471,-0.222011822
SF1,PAg1,Serine,0,0.520694444,-0.881424392,0.15553589,-1.039224212,-0.72574182,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,-0.644315471,-0.222011822
PK,PAg1,Serine,0,0,-0.94878975,0.664964402,-1.039224212,-0.515051163,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,1.734465091,0.034364534,-0.644315471,-0.222011822
PR1,PAg1,Serine,1.76017369,-0.085414916,-0.106403635,0.565605995,-1.039224212,-0.518019137,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,-0.644315471,-0.222011822
PAr,PAg1,Serine,2.23807726,-0.441816152,0.452295697,0.423706865,-1.039224212,-0.042341744,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,1.577952578,-0.014274806,-0.644315471,-0.222011822
PR2,PAg1,Serine,1.42796048,0.120094618,-0.339507888,0.507479487,-1.039224212,-0.637170374,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,-0.644315471,-0.222011822
PH,PAg1,Serine,1.353146476,-0.2496602,0.947999008,0.605083765,-1.039224212,-0.34883676,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,1.675692322,0.010778575,-0.644315471,-0.222011822
PP,PAg1,Serine,0.885241154,-0.333410401,0.375499923,0.396038594,-1.039224212,-0.396686136,-0.783828044,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,-0.644315471,-0.222011822
PAl,PAg2,Serine,1.062541447,0,-0.88981069,0.086282543,-0.933685292,-0.831639068,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,-0.564351128,-0.250667083,-0.630904166,-0.20157447
PAg2,PAg2,Serine,0,0,-0.933685292,0,-0.933685292,-0.61367428,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,-0.630904166,-0.20157447,-0.630904166,-0.20157447
PAg3,PAg2,Serine,0.46697186,-0.347108625,-0.835478818,0.06708234,-0.933685292,-0.770891277,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,-0.598951558,-0.248461055,-0.630904166,-0.20157447
RP2,PAg2,Serine,0,0.356997136,-1.153342549,0.079624846,-0.933685292,-0.995079309,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,-0.630904166,-0.20157447
RP1,PAg2,Serine,0.22092607,0.378561746,-1.152899235,0.090062695,-0.933685292,-0.970167071,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,-0.630904166,-0.20157447
SF1,PAg2,Serine,0,0,-0.881424392,0.092497261,-0.933685292,-0.72574182,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,-0.630904166,-0.20157447
PK,PAg2,Serine,0,0,-0.94878975,0.66557126,-0.933685292,-0.515051163,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,1.734465091,0.034364534,-0.630904166,-0.20157447
PR1,PAg2,Serine,2.744689348,0.010516993,-0.106403635,0.576497868,-0.933685292,-0.518019137,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,-0.630904166,-0.20157447
PAr,PAg2,Serine,2.185190692,-0.29169822,0.452295697,0.42249517,-0.933685292,-0.042341744,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,1.577952578,-0.014274806,-0.630904166,-0.20157447
PR2,PAg2,Serine,2.087574267,0.202825858,-0.339507888,0.503638039,-0.933685292,-0.637170374,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,-0.630904166,-0.20157447
PH,PAg2,Serine,2.931487354,-0.141717632,0.947999008,0.60320662,-0.933685292,-0.34883676,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,1.675692322,0.010778575,-0.630904166,-0.20157447
PP,PAg2,Serine,1.987302518,-0.202301888,0.375499923,0.390851896,-0.933685292,-0.396686136,-0.61367428,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,-0.630904166,-0.20157447
PAl,PAg3,Serine,0.20413275,0,-0.88981069,0.086641886,-0.835478818,-0.831639068,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,-0.564351128,-0.250667083,-0.598951558,-0.248461055
PAg3,PAg3,Serine,0.315847063,0.315847063,-0.835478818,0,-0.835478818,-0.770891277,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,-0.598951558,-0.248461055,-0.598951558,-0.248461055
RP2,PAg3,Serine,0.094052917,0.744329722,-1.153342549,0.071435366,-0.835478818,-0.995079309,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,-0.598951558,-0.248461055
RP1,PAg3,Serine,0.265681753,0.512448457,-1.152899235,0.074577135,-0.835478818,-0.970167071,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,-0.598951558,-0.248461055
SF1,PAg3,Serine,0.300863092,0.240059318,-0.881424392,0.106769104,-0.835478818,-0.72574182,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,-0.598951558,-0.248461055
PK,PAg3,Serine,0.214973453,0,-0.94878975,0.676999141,-0.835478818,-0.515051163,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,1.734465091,0.034364534,-0.598951558,-0.248461055
PR1,PAg3,Serine,1.332447977,-0.007383255,-0.106403635,0.575622704,-0.835478818,-0.518019137,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,-0.598951558,-0.248461055
PAr,PAg3,Serine,0.791115525,-0.440394568,0.452295697,0.429361183,-0.835478818,-0.042341744,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,1.577952578,-0.014274806,-0.598951558,-0.248461055
PR2,PAg3,Serine,0.83681017,-0.122591399,-0.339507888,0.518470106,-0.835478818,-0.637170374,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,-0.598951558,-0.248461055
PH,PAg3,Serine,1.452940407,-0.438744733,0.947999008,0.611076983,-0.835478818,-0.34883676,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,1.675692322,0.010778575,-0.598951558,-0.248461055
PP,PAg3,Serine,0.471561615,0.246913964,0.375499923,0.390739318,-0.835478818,-0.396686136,-0.770891277,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,-0.598951558,-0.248461055
PAl,PAl,Serine,0,0,-0.88981069,0,-0.88981069,-0.831639068,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,-0.564351128,-0.250667083,-0.564351128,-0.250667083
RP2,PAl,Serine,0,0.487759311,-1.153342549,0.052765247,-0.88981069,-0.995079309,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,-0.564351128,-0.250667083
RP1,PAl,Serine,0,1.319954988,-1.152899235,0.068836256,-0.88981069,-0.970167071,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,-0.564351128,-0.250667083
SF1,PAl,Serine,0,0,-0.881424392,0.079255904,-0.88981069,-0.72574182,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,-0.564351128,-0.250667083
PK,PAl,Serine,0,0,-0.94878975,0.684842821,-0.88981069,-0.515051163,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,1.734465091,0.034364534,-0.564351128,-0.250667083
PR1,PAl,Serine,0,-0.079848428,-0.106403635,0.591881815,-0.88981069,-0.518019137,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,-0.564351128,-0.250667083
PAr,PAl,Serine,0,-0.453474416,0.452295697,0.439848341,-0.88981069,-0.042341744,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,1.577952578,-0.014274806,-0.564351128,-0.250667083
PR2,PAl,Serine,0,-0.227024016,-0.339507888,0.531578886,-0.88981069,-0.637170374,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,-0.564351128,-0.250667083
PH,PAl,Serine,0,-0.478239586,0.947999008,0.637072194,-0.88981069,-0.34883676,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,1.675692322,0.010778575,-0.564351128,-0.250667083
PP,PAl,Serine,0,0.082986115,0.375499923,0.4091924,-0.88981069,-0.396686136,-0.831639068,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,-0.564351128,-0.250667083
RP2,PAr,Serine,-0.65528267,1.651791929,-1.153342549,0.512589207,0.452295697,-0.995079309,-0.042341744,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,1.577952578,-0.014274806
RP1,PAr,Serine,-0.483191952,1.526651014,-1.152899235,0.496745136,0.452295697,-0.970167071,-0.042341744,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,1.577952578,-0.014274806
SF1,PAr,Serine,-0.550853982,0.751244257,-0.881424392,0.54158067,0.452295697,-0.72574182,-0.042341744,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,1.577952578,-0.014274806
PK,PAr,Serine,-0.464492817,0,-0.94878975,0.509186339,0.452295697,-0.515051163,-0.042341744,-3.446086161,1.075565885,0.229058782,0.082325388,1.734465091,0.034364534,1.577952578,-0.014274806
PR1,PAr,Serine,-1.317561601,-0.983787757,-0.106403635,0.258977962,0.452295697,-0.518019137,-0.042341744,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,1.577952578,-0.014274806
PAr,PAr,Serine,-1.933111691,-1.933111691,0.452295697,0,0.452295697,-0.042341744,-0.042341744,-3.446086161,1.075565885,0.229058782,0.082325388,1.577952578,-0.014274806,1.577952578,-0.014274806
PR2,PAr,Serine,-0.389989952,-3.08361413,-0.339507888,0.351493404,0.452295697,-0.637170374,-0.042341744,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,1.577952578,-0.014274806
PH,PAr,Serine,-1.168194434,-1.148574826,0.947999008,0.454482733,0.452295697,-0.34883676,-0.042341744,-3.446086161,1.075565885,0.229058782,0.082325388,1.675692322,0.010778575,1.577952578,-0.014274806
PP,PAr,Serine,-1.235164385,-0.292660677,0.375499923,0.352241001,0.452295697,-0.396686136,-0.042341744,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,1.577952578,-0.014274806
RP2,PH,Serine,-0.470148504,3.122232816,-1.153342549,0.622055889,0.947999008,-0.995079309,-0.34883676,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,1.675692322,0.010778575
RP1,PH,Serine,-0.479182471,3.314686551,-1.152899235,0.608469782,0.947999008,-0.970167071,-0.34883676,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,1.675692322,0.010778575
SF1,PH,Serine,-0.156996005,1.942749889,-0.881424392,0.651517814,0.947999008,-0.72574182,-0.34883676,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,1.675692322,0.010778575
PK,PH,Serine,0.030977274,0,-0.94878975,0.532721958,0.947999008,-0.515051163,-0.34883676,-3.446086161,1.075565885,0.229058782,0.082325388,1.734465091,0.034364534,1.675692322,0.010778575
PR1,PH,Serine,-1.149602103,-0.639210091,-0.106403635,0.457512041,0.947999008,-0.518019137,-0.34883676,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,1.675692322,0.010778575
PR2,PH,Serine,-0.298298219,-1.820391093,-0.339507888,0.387136419,0.947999008,-0.637170374,-0.34883676,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,1.675692322,0.010778575
PH,PH,Serine,-1.471636409,-1.471636409,0.947999008,0,0.947999008,-0.34883676,-0.34883676,-3.446086161,1.075565885,0.229058782,0.082325388,1.675692322,0.010778575,1.675692322,0.010778575
PP,PH,Serine,-0.695628515,-0.540844995,0.375499923,0.444075923,0.947999008,-0.396686136,-0.34883676,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,1.675692322,0.010778575
RP2,PK,Serine,0,0,-1.153342549,0.794741407,-0.94878975,-0.995079309,-0.515051163,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,1.734465091,0.034364534
RP1,PK,Serine,0,0.546774514,-1.152899235,0.773176319,-0.94878975,-0.970167071,-0.515051163,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,1.734465091,0.034364534
SF1,PK,Serine,0,0,-0.881424392,0.827415901,-0.94878975,-0.72574182,-0.515051163,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,1.734465091,0.034364534
PK,PK,Serine,0,0,-0.94878975,0,-0.94878975,-0.515051163,-0.515051163,-3.446086161,1.075565885,0.229058782,0.082325388,1.734465091,0.034364534,1.734465091,0.034364534
PR1,PK,Serine,0.165963698,-0.206851723,-0.106403635,0.481364747,-0.94878975,-0.518019137,-0.515051163,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,1.734465091,0.034364534
PR2,PK,Serine,0,-0.257574165,-0.339507888,0.653345185,-0.94878975,-0.637170374,-0.515051163,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,1.734465091,0.034364534
PP,PK,Serine,0,-0.050035562,0.375499923,0.667938795,-0.94878975,-0.396686136,-0.515051163,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,1.734465091,0.034364534
RP2,PP,Serine,-0.390673165,2.446395009,-1.153342549,0.403309002,0.375499923,-0.995079309,-0.396686136,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,1.708237337,0.022892351
RP1,PP,Serine,-0.226099309,2.713942801,-1.152899235,0.399456327,0.375499923,-0.970167071,-0.396686136,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,1.708237337,0.022892351
SF1,PP,Serine,-0.301445136,1.348943031,-0.881424392,0.418565463,0.375499923,-0.72574182,-0.396686136,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,1.708237337,0.022892351
PR1,PP,Serine,-0.514553788,-0.639998517,-0.106403635,0.41215195,0.375499923,-0.518019137,-0.396686136,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,1.708237337,0.022892351
PR2,PP,Serine,0.056251207,-3.668092754,-0.339507888,0.41608193,0.375499923,-0.637170374,-0.396686136,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,1.708237337,0.022892351
PP,PP,Serine,-1.6052385,-1.6052385,0.375499923,0,0.375499923,-0.396686136,-0.396686136,-3.446086161,1.075565885,0.229058782,0.082325388,1.708237337,0.022892351,1.708237337,0.022892351
RP2,PR1,Serine,-0.503230517,2.086076843,-1.153342549,0.775472995,-0.106403635,-0.995079309,-0.518019137,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,1.621486475,-0.002116133
RP1,PR1,Serine,0.008894147,2.732958734,-1.152899235,0.752499228,-0.106403635,-0.970167071,-0.518019137,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,1.621486475,-0.002116133
SF1,PR1,Serine,-0.047036796,1.976558472,-0.881424392,0.816053817,-0.106403635,-0.72574182,-0.518019137,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,1.621486475,-0.002116133
PR1,PR1,Serine,-1.440603513,-1.440603513,-0.106403635,0,-0.106403635,-0.518019137,-0.518019137,-3.446086161,1.075565885,0.229058782,0.082325388,1.621486475,-0.002116133,1.621486475,-0.002116133
PR2,PR1,Serine,-0.165304765,-2.093443294,-0.339507888,0.49861482,-0.106403635,-0.637170374,-0.518019137,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,1.621486475,-0.002116133
RP2,PR2,Serine,-0.371781714,1.748290355,-1.153342549,0.576586695,-0.339507888,-0.995079309,-0.637170374,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,1.639875556,0.005653129
RP1,PR2,Serine,-0.191072227,1.753204746,-1.152899235,0.566594675,-0.339507888,-0.970167071,-0.637170374,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,1.639875556,0.005653129
SF1,PR2,Serine,-0.229479064,0,-0.881424392,0.611976603,-0.339507888,-0.72574182,-0.637170374,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,1.639875556,0.005653129
PR2,PR2,Serine,-0.743358954,-0.743358954,-0.339507888,0,-0.339507888,-0.637170374,-0.637170374,-3.446086161,1.075565885,0.229058782,0.082325388,1.639875556,0.005653129,1.639875556,0.005653129
RP2,RP1,Serine,0.069709005,0,-1.153342549,0.035100527,-1.152899235,-0.995079309,-0.970167071,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,-0.796280534,0.113226274
RP1,RP1,Serine,0,0,-1.152899235,0,-1.152899235,-0.970167071,-0.970167071,-3.446086161,1.075565885,0.229058782,0.082325388,-0.796280534,0.113226274,-0.796280534,0.113226274
SF1,RP1,Serine,0,0,-0.881424392,0.095685683,-1.152899235,-0.72574182,-0.970167071,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,-0.796280534,0.113226274
RP2,RP2,Serine,0,0,-1.153342549,0,-1.153342549,-0.995079309,-0.995079309,-3.446086161,1.075565885,0.229058782,0.082325388,-0.792851826,0.117358038,-0.792851826,0.117358038
SF1,RP2,Serine,0,0,-0.881424392,0.066958445,-1.153342549,-0.72574182,-0.995079309,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,-0.792851826,0.117358038
SF1,SF1,Serine,0,0,-0.881424392,0,-0.881424392,-0.72574182,-0.72574182,-3.446086161,1.075565885,0.229058782,0.082325388,-0.735447249,0.247141093,-0.735447249,0.247141093
PAl,BI,Sorbitol,-0.988877642,-0.961886706,1.548635777,0.07298399,1.483633641,0.406999261,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.564351128,-0.250667083,-0.780753714,0.038022539
PAg2,BI,Sorbitol,-0.1657541,3.10635888,-0.950309925,0.085849867,1.483633641,-0.639077261,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.630904166,-0.20157447,-0.780753714,0.038022539
PAg1,BI,Sorbitol,-0.457301472,0.832028351,-1.033566583,0.113104883,1.483633641,-0.799660205,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.644315471,-0.222011822,-0.780753714,0.038022539
PAg3,BI,Sorbitol,-0.286494827,2.04275491,-0.943457139,0.081750421,1.483633641,-0.686236695,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.598951558,-0.248461055,-0.780753714,0.038022539
LA,BI,Sorbitol,-0.201508876,2.628050042,-1.05503999,0.055645857,1.483633641,-0.713680529,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.771000309,0.077075392,-0.780753714,0.038022539
EL,BI,Sorbitol,-1.262137345,-0.392724591,0.800480538,0.052006108,1.483633641,1.023831495,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.734730655,-0.044093938,-0.780753714,0.038022539
RP2,BI,Sorbitol,-1.731661216,-0.463326014,0.896109645,0.045393609,1.483633641,1.172925768,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.792851826,0.117358038,-0.780753714,0.038022539
RP1,BI,Sorbitol,-1.675349658,-0.282191298,1.028706281,0.056978621,1.483633641,1.608241264,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.796280534,0.113226274,-0.780753714,0.038022539
SF1,BI,Sorbitol,-0.754516969,-1.009199279,1.427548004,0.065064696,1.483633641,0.969656217,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.735447249,0.247141093,-0.780753714,0.038022539
BI,BI,Sorbitol,-1.008028298,-1.008028298,1.483633641,0,1.483633641,2.227112607,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.780753714,0.038022539,-0.780753714,0.038022539
KA,BI,Sorbitol,-1.190863958,-1.236073015,1.442848708,0.080031113,1.483633641,1.721533924,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.761258362,0.059888798,-0.780753714,0.038022539
CF,BI,Sorbitol,-0.727793215,-1.569305787,1.015821781,0.086684061,1.483633641,1.73985352,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.774739165,0.046373732,-0.780753714,0.038022539
EC,BI,Sorbitol,-0.043784963,-4.624465524,1.139646062,1,1.483633641,0.439227095,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.643519307,-0.047828461,-0.780753714,0.038022539
EA,BI,Sorbitol,-0.240547383,1.949468793,-0.797560922,0.074362093,1.483633641,-0.569844974,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,-0.728605914,0.258253314,-0.780753714,0.038022539
PK,BI,Sorbitol,-0.539534188,3.881018217,-0.913813352,0.68991246,1.483633641,-0.468322269,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,1.734465091,0.034364534,-0.780753714,0.038022539
PR1,BI,Sorbitol,-1.061607723,-0.517085496,0.876959642,0.60172791,1.483633641,0.282268182,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,1.621486475,-0.002116133,-0.780753714,0.038022539
PAr,BI,Sorbitol,-1.443791575,-1.313153613,0.954078564,0.450210677,1.483633641,0.906855188,2.227112607,1.547911778,-2.116696696,3.241545066,1.021405905,1.577952578,-0.014274806,-0.780753714,0.038022539
